/Users/thorbenkrieger/Desktop/trackdata/IMG/center_2022_11_17_15_51_44_132.jpg, /Users/thorbenkrieger/Desktop/trackdata/IMG/left_2022_11_17_15_51_44_132.jpg, /Users/thorbenkrieger/Desktop/trackdata/IMG/right_2022_11_17_15_51_44_132.jpg, 0, 0, 0, 9.382395
/Users/thorbenkrieger/Desktop/trackdata/IMG/center_2022_11_17_15_51_44_242.jpg, /Users/thorbenkrieger/Desktop/trackdata/IMG/left_2022_11_17_15_51_44_242.jpg, /Users/thorbenkrieger/Desktop/trackdata/IMG/right_2022_11_17_15_51_44_242.jpg, 0, 0, 0, 9.288104
/Users/thorbenkrieger/Desktop/trackdata/IMG/center_2022_11_17_15_51_44_354.jpg, /Users/thorbenkrieger/Desktop/trackdata/IMG/left_2022_11_17_15_51_44_354.jpg, /Users/thorbenkrieger/Desktop/trackdata/IMG/right_2022_11_17_15_51_44_354.jpg, 0, 0, 0, 9.17671
/Users/thorbenkrieger/Desktop/trackdata/IMG/center_2022_11_17_15_51_44_461.jpg, /Users/thorbenkrieger/Desktop/trackdata/IMG/left_2022_11_17_15_51_44_461.jpg, /Users/thorbenkrieger/Desktop/trackdata/IMG/right_2022_11_17_15_51_44_461.jpg, 0, 0.03479397, 0, 9.090688
/Users/thorbenkrieger/Desktop/trackdata/IMG/center_2022_11_17_15_51_44_566.jpg, /Users/thorbenkrieger/Desktop/trackdata/IMG/left_2022_11_17_15_51_44_566.jpg, /Users/thorbenkrieger/Desktop/trackdata/IMG/right_2022_11_17_15_51_44_566.jpg, 0, 0.3505347, 0, 9.249146
/Users/thorbenkrieger/Desktop/trackdata/IMG/center_2022_11_17_15_51_44_674.jpg, /Users/thorbenkrieger/Desktop/trackdata/IMG/left_2022_11_17_15_51_44_674.jpg, /Users/thorbenkrieger/Desktop/trackdata/IMG/right_2022_11_17_15_51_44_674.jpg, 0, 0.5995767, 0, 9.883812
/Users/thorbenkrieger/Desktop/trackdata/IMG/center_2022_11_17_15_51_44_783.jpg, /Users/thorbenkrieger/Desktop/trackdata/IMG/left_2022_11_17_15_51_44_783.jpg, /Users/thorbenkrieger/Desktop/trackdata/IMG/right_2022_11_17_15_51_44_783.jpg, 0, 0.8922776, 0, 10.7029
/Users/thorbenkrieger/Desktop/trackdata/IMG/center_2022_11_17_15_51_44_891.jpg, /Users/thorbenkrieger/Desktop/trackdata/IMG/left_2022_11_17_15_51_44_891.jpg, /Users/thorbenkrieger/Desktop/trackdata/IMG/right_2022_11_17_15_51_44_891.jpg, -0.143172, 1, 0, 12.12375
/Users/thorbenkrieger/Desktop/trackdata/IMG/center_2022_11_17_15_51_44_999.jpg, /Users/thorbenkrieger/Desktop/trackdata/IMG/left_2022_11_17_15_51_44_999.jpg, /Users/thorbenkrieger/Desktop/trackdata/IMG/right_2022_11_17_15_51_44_999.jpg, -0.4669468, 1, 0, 12.93628
/Users/thorbenkrieger/Desktop/trackdata/IMG/center_2022_11_17_15_51_45_110.jpg, /Users/thorbenkrieger/Desktop/trackdata/IMG/left_2022_11_17_15_51_45_110.jpg, /Users/thorbenkrieger/Desktop/trackdata/IMG/right_2022_11_17_15_51_45_110.jpg, -0.801105, 1, 0, 14.12783
